C,NumPy,Cython
57631800,69538100,229668500
66331500,69538600,230317300
56591600,69539800,231659700
59395500,69544400,229630100
57093200,69546300,233653500
56777700,69547300,231031600
61173100,69551200,230338300
56671100,69552200,231518400
57598100,69552500,231393200
57081600,69554100,232061700
56850200,69554700,230036300
71551400,69554900,231899800
56923600,69555100,233080500
58235500,69557200,230399400
58199300,69558600,229846100
56789100,69560000,230965100
56661200,69561900,231632600
56829200,69565000,233941700
64194000,69566200,229500500
56682400,69567200,230780100
58943100,69567900,230486700
57457500,69568100,231876500
70318600,69569200,232188800
56460100,69569900,231969600
56701100,69572000,229713900
57272200,69572700,229953800
57062600,69573000,231064200
57111900,69574300,232770000
70550500,69575700,230227500
57014200,69576800,239027300
56559500,69576900,231100500
56926300,69577100,232085500
56711800,69577600,230972200
56967900,69577900,232334400
58901600,69578700,229920500
56644000,69579800,231601700
56959300,69580300,229539300
57142100,69580600,229738200
57156900,69582100,230999100
56784900,69582700,231311300
79281600,69583200,231085700
60845600,69584000,233463900
56679800,69585400,233074400
57805400,69586700,232681900
56971500,69586700,232483600
56695000,69587100,234234900
57238700,69588000,232715100
56564100,69588600,229784500
56665400,69589100,231525900
56537800,69590600,231372900
57056600,69591500,231203900
56678900,69598200,231288600
63225000,69598200,229977600
56921700,69599100,232674800
56749200,69600100,230817500
66147400,69601400,230268900
59731900,69602100,232310800
57896600,69603400,231006900
56770900,69603700,230399500
56664600,69605200,231321300
57495500,69606700,230926600
56910900,69607300,231224800
57001300,69607400,230925600
57029800,69607400,232135800
56795300,69609500,229991000
56764200,69610400,233710300
57583500,69610500,230004800
56744600,69611200,231758900
57724300,69611400,233120000
58060700,69615000,229965800
56533500,69615800,230188000
57044100,69616600,233314500
56662700,69617200,231782900
56932600,69619000,232133700
60861200,69620200,231586700
56578000,69622300,230475600
57823400,69623900,230570300
56986300,69625200,230841100
56544600,69626800,233829400
57622500,69628200,230930100
56941900,69630000,232806200
58889200,69633700,230777700
60319200,69634500,231290100
56850200,69635200,232290900
57107600,69636100,231909900
57832900,69636600,230841700
57145100,69640100,230655700
56990500,69641000,231120100
56415500,69642300,231602800
57595400,69644500,232484200
60168500,69645300,229863800
57297500,69647800,229321400
56723900,69648700,229997400
57635700,69649400,229619000
61088100,69649900,229779900
56885000,69651100,232453300
57211700,69651900,231159900
56681600,69652300,232289500
57258400,69653300,233472700
57750500,69656000,232476300
57700900,69656100,229931100
56593700,69656200,230885400
56948800,69657300,231703900
56610300,69657500,230046000
56735500,69658600,231842500
58608200,69662500,234576100
56862700,69663600,229685500
64701600,69664700,231040400
56797000,69664700,234013800
56882600,69665100,233063700
56597900,69666000,229911800
56794700,69667600,229270500
57086400,69667900,230524300
56955000,69670700,231169700
59966800,69670800,230211600
58658800,69671500,232181800
56532500,69672800,232194700
60222600,69673000,230130500
57042600,69678400,239526600
56706000,69681500,229772300
56671700,69682300,232292300
60883600,69684100,231967900
56702800,69684200,233061300
57419700,69685000,230851100
60581400,69686300,231259000
63158200,69687900,233030300
56623500,69688300,230276300
57132400,69689100,231596800
56637000,69689500,230598000
56629300,69689600,229798300
56684400,69691500,231593900
57013200,69692200,230387000
56826000,69692600,229139300
56987500,69695200,232465500
57096900,69697100,231955300
57399700,69697400,231493100
57633700,69698700,229696900
57469800,69699200,230508900
56822300,69704400,232057800
56797000,69706800,232065700
56569800,69707300,230842300
57339500,69707500,231748600
56962800,69707500,233485500
56786900,69708300,230958300
56642800,69708700,230291200
59339200,69709000,231226800
57348800,69711800,231813900
56636800,69714700,230908500
56770100,69716800,230434900
56793100,69717800,233209500
59966000,69719100,230265300
57890700,69720900,230479500
57272200,69721300,231031700
56997800,69721700,239674200
56688200,69722100,229863200
56726800,69723500,229926900
56580600,69723500,230413800
56763000,69723800,231149600
58935100,69723900,230227300
56840100,69724600,231930600
61976300,69725100,231254500
61486300,69726500,230663200
56669000,69730300,231335800
61596400,69731800,231494700
56544000,69731900,233635800
56561400,69732100,233379300
56632200,69732300,233210200
56777900,69732800,236343300
56946100,69733200,230433300
59551000,69733300,229791400
57018700,69733800,231060200
57562600,69741300,229992200
56797400,69741400,232424200
56921400,69742200,230645500
60186400,69742500,229989800
56694400,69742800,230483700
56970400,69742900,232645400
60320500,69743900,231284600
56586300,69746800,230981300
56740500,69747000,241327300
57167900,69750000,234118500
57054700,69750800,230490100
63891700,69752700,229956200
56500500,69754200,236026900
56718600,69754400,230224700
56930700,69754600,231630800
72181700,69754700,231818700
56815300,69757000,231309000
57214900,69758300,230436800
57372200,69761100,230327700
57094000,69761700,230541700
57373000,69762200,231021700
57827000,69762300,231140600
56729200,69763900,231446700
57070800,69765600,230576600
61356700,69765700,230319400
56476600,69771900,231801600
56799900,69772400,229360700
57299500,69772700,231023700
57363000,69773100,231691900
59895900,69773400,230316600
56329100,69774600,232977600
56613400,69775200,230939900
56751500,69779000,230834800
58630000,69779300,231918400
57124500,69781400,231207900
56912900,69782600,229695800
56575700,69788500,230654700
56845100,69789200,230203300
57363200,69789200,231456500
56694200,69789900,230966500
61048100,69791300,232689900
56797600,69793600,233443300
64095000,69794100,230524000
56517900,69795000,235544000
56563800,69799800,229628300
56907000,69800000,230476300
60968600,69800000,230046900
57164300,69801900,230646300
56406200,69804000,231850100
57991600,69804300,231992100
56611600,69805200,232387700
59799100,69806800,231560100
56668900,69807900,229979800
56642200,69808400,232874000
58824000,69808800,231192500
56543100,69810400,230572700
56856000,69811600,229665800
57926100,69815800,229661000
56698300,69815900,231324600
56682900,69815900,233183700
60081900,69816200,231015500
56607300,69816700,231608100
56806100,69817100,230098100
59792500,69817400,231290500
58651800,69818300,231440900
56832700,69818900,230489100
58588500,69819500,229660300
72125900,69820400,233444900
56953700,69820500,230020300
57418200,69823000,231264300
56716200,69827500,230882600
56689300,69830400,229809300
56548600,69830700,232209400
56921800,69832100,231120000
57576200,69833100,230718300
56804500,69834400,232845600
57220600,69835000,232532600
56580100,69836400,231932400
61050200,69838300,231580600
57324700,69838600,231119500
56828400,69838800,232335400
56805100,69838900,230203300
63990800,69839900,233004000
56698300,69840500,232522200
57336000,69842400,230788000
57048100,69843200,229882400
56722400,69843800,239344200
56740700,69844000,231258900
56819400,69846000,230403100
56899800,69846700,230505600
57021600,69847800,232491000
56621400,69850400,231105200
56925800,69850700,229956600
61657600,69851200,230842400
56732600,69852400,230850500
56880300,69852600,231921300
57087300,69853200,229911600
56586400,69853500,229696400
56642900,69854900,232247800
58070800,69857400,231611900
56893300,69857600,231061700
56966600,69858000,229946700
57129200,69858200,230098600
70191100,69859000,232554300
56765400,69865000,230445300
56725400,69865000,231704600
56508100,69866100,231423700
56810200,69866200,230980800
56658900,69866300,229756600
58873200,69870400,232993900
56681600,69871700,231043000
56891600,69872100,229635900
56576600,69873200,229815100
57208000,69873400,230122800
56714900,69874000,231044500
56970200,69875500,247693300
64358100,69877600,233664100
58357000,69878200,229599900
57086200,69880100,229562200
56660700,69880300,229344800
56579900,69880500,231425300
56855500,69881100,231769500
57684200,69882400,233424200
61250300,69883600,230333800
56843800,69885600,232326700
58808000,69885600,231370900
56645400,69886900,231694000
57608800,69888200,232456000
58661800,69889600,232478400
57104100,69890200,230719700
56828700,69891000,230534300
57165200,69891200,231694500
56763200,69891400,231487000
57780900,69891600,233110800
56707700,69893600,232296100
62481100,69894600,231055600
58834300,69896200,233263700
56624600,69896600,230462300
56535800,69898600,229783100
57019700,69899400,230930400
56597500,69899500,231754700
57352800,69899500,230590800
56674800,69900100,229849700
57201000,69901000,231802800
60555200,69902900,229615600
57927100,69906900,229673200
57081700,69908200,230586400
57247800,69910400,231575700
61419000,69912600,229882700
57667500,69914400,230219900
57584200,69914500,229406200
56743000,69915100,230924100
57055700,69916300,231733400
76785900,69917700,229961000
58786400,69917800,231787500
57016100,69922100,230891700
56946100,69923100,231450800
60726300,69923500,235577100
56744100,69925000,230981900
56689000,69925100,232276200
57147200,69934200,231434900
58510700,69935400,231020100
56696100,69937900,229578600
57117100,69938300,231139900
58185800,69938700,233705300
56691600,69938800,230793600
60676400,69939600,233568100
56747500,69940600,229715800
56708000,69941400,229979400
56767600,69944400,230098600
56597200,69946100,230235100
56853100,69947900,231113100
56544400,69948200,232985500
63163100,69949500,230749900
70128300,69950100,230123700
57612600,69952200,230848500
57116000,69952300,230186900
56919700,69952900,230104300
57101700,69953000,230791200
56537200,69953200,230856500
59450100,69953300,229662600
60651600,69955800,231584600
56642700,69959400,230251700
56808500,69959600,231185400
57278100,69963600,231809800
56608900,69964200,229895300
56662800,69965300,233043800
57610000,69965600,230814700
57828500,69968100,233217900
57170800,69969000,230485900
56733900,69970900,232671800
59520000,69974100,230016900
56653900,69977000,233134100
57059000,69977700,231246600
56750200,69980300,232714400
57571000,69980400,230915800
57048800,69980800,230662900
56513800,69981600,230005300
56854900,69983000,231729800
58158900,69984700,232694400
56656400,69989200,232175100
57141900,69990100,229128000
56941000,69990500,231717800
56782900,69991300,232003300
57028100,69992400,232940900
56571100,69993200,230099500
57486900,69994600,231063700
57024700,69995200,231789000
58327700,69998600,232667200
56675900,70005700,229936900
57019600,70008000,232385700
56830100,70008300,232839200
61751000,70009700,231809000
56673100,70011700,231386800
57776700,70011900,230366100
56826600,70012100,230452700
57078300,70013400,233859900
57579000,70015000,231284700
57462200,70015700,230122200
62251800,70017400,232080200
57223400,70021400,231978400
56664900,70021500,229988200
56851400,70022700,230111200
57153400,70022700,233215300
56968900,70023600,232608100
57512300,70026500,231742500
56820700,70026600,231305500
56802400,70028200,233067500
56629800,70031000,229553600
57482400,70032200,229472700
56834900,70034200,231667900
56781900,70036000,231843100
56896500,70041300,230825300
56622200,70045100,232253900
57417900,70045500,230851100
57607900,70045500,230473800
56974300,70047200,230589200
60596000,70047400,231609200
56518300,70049400,229757600
56830000,70050700,231365400
77841600,70051000,229742800
56709700,70051500,230039000
56947000,70051800,231446800
57116200,70053100,231398300
56799000,70056100,229872300
56874400,70056900,231193800
56617500,70057000,230096600
56605300,70058900,232253600
57950800,70064200,230710800
57066300,70072400,230255600
57053300,70073600,248058000
56573400,70073900,230857200
56716500,70074700,231462500
56738300,70075400,230880100
56396200,70075600,229915300
57131900,70076800,230183000
57063000,70077900,230834900
59229100,70080300,232500500
56816600,70080400,230174500
57335300,70080500,232339700
58063200,70088500,232238500
56825900,70090600,231796400
56800200,70091100,230538200
58599100,70092800,232223900
56435800,70095200,231906300
58048100,70104200,230976600
57420300,70104300,231094500
56858400,70105200,231281200
57101300,70106000,233318800
56778500,70106500,229564300
57018700,70106900,232002300
57394900,70107100,230062100
57068000,70108100,232395600
57735700,70108300,229503600
57658700,70108400,230043300
57824700,70110400,233499800
56754700,70113400,231101900
62896300,70115100,230717800
59614600,70115900,231248700
56691300,70119000,232040700
57467600,70120900,230959400
56556700,70120900,233827700
56532300,70124600,233472300
56755000,70127200,230935700
57607300,70128400,229909900
56753100,70135300,230304200
61259800,70139900,230655900
56606400,70140900,231388400
56707500,70140900,230445200
56862100,70145400,230118500
56799200,70145700,231443500
57383800,70147300,231386200
56546900,70151700,230082300
58051800,70158300,230997100
57820000,70159400,231953200
56646200,70163900,257065100
57799600,70164100,232088100
57457900,70170000,233463600
57473200,70170400,231599700
57202900,70170500,230150400
60045400,70174500,230482600
56660200,70174600,234062100
56623200,70175800,230717100
56643100,70178600,231498200
56640700,70182600,232037200
56687800,70192800,231140900
57003500,70197000,229932800
57095900,70201600,229974300
56675700,70211100,229583500
58428900,70212400,232034300
62862200,70217100,231219700
56789200,70219700,230493400
56726200,70226200,229806000
57342300,70230500,232163600
56833000,70230800,231952600
56636100,70233400,229566900
57145800,70235200,232110700
58552100,70242500,229972200
57736800,70243700,229931400
56768300,70244200,231358800
59717100,70245400,235638100
60702300,70249300,230318600
56766300,70258100,233167900
56988200,70258700,231301700
56598200,70260700,230448700
57499300,70263600,230144200
57106500,70276000,230202300
56798100,70277000,233538500
57223600,70283500,229741700
57506900,70283600,232908800
57412100,70283800,229733600
57241600,70285600,231170000
60969500,70287500,232688800
56792400,70293300,231090100
62868200,70293700,233925100
56781000,70294300,230761700
56706500,70300100,231621600
56908400,70303300,230469200
60928500,70310700,230322600
59631500,70312500,230306100
60185100,70313500,232777000
56765400,70314300,230600700
57059200,70314400,230069800
57696600,70314500,230568100
57566600,70322100,232104000
56862100,70326000,232437000
56731700,70328300,230790700
56813900,70334400,232539400
56655100,70336200,232941300
57152500,70338300,231536900
56651000,70342300,231180600
56491700,70344000,230321700
57114300,70345300,229682700
56978600,70346400,230257500
56628900,70359300,230089500
56637000,70360300,231330600
56710600,70362000,230813700
56711300,70366000,233100300
57351700,70367300,230546000
57476300,70373500,233178200
56786500,70377300,239706300
57173700,70386300,230703000
56520200,70388600,229805500
58278300,70391500,230768200
57359600,70404100,231964800
57074300,70410500,229710700
57241400,70411500,231240500
56870000,70413300,230245900
56783100,70413300,230081400
57316600,70414800,231559600
56838800,70419500,233114700
59556300,70421400,249173500
56777600,70425000,234567700
59533300,70426000,230426500
60252900,70426200,230627000
56676300,70427100,231146200
56839300,70428800,232084400
58671100,70429400,230090300
57636900,70436900,230986400
56905200,70438400,230533000
56949300,70442000,230981200
57189900,70444600,232334900
57181500,70447100,230820400
57457400,70447800,236515600
56751400,70451700,230086100
56496500,70451900,232086800
57098200,70452800,229648700
56520500,70453400,229615700
57123000,70454200,231575200
56779800,70456100,229944000
56611000,70456400,230314400
63794900,70458200,231530400
56732000,70459200,231563400
56566100,70471200,231419500
72327000,70472100,231637800
56964600,70481900,233981300
56698500,70494700,231373200
57123800,70496500,230456400
57282100,70500000,230052000
56617500,70501200,230420600
57601800,70503200,231129900
80196000,70507600,232227400
61736900,70509200,232603400
56882900,70513500,229964700
57534300,70517300,230871600
57285800,70520800,249812600
65519400,70522600,231404800
57314500,70524500,229778200
57361800,70529500,232464000
56827800,70534400,231920500
61781400,70546600,230714700
61016500,70557200,230495500
56850000,70560200,230504300
58850900,70561100,230570400
58086700,70567400,230086400
56838500,70571400,230786400
57123600,70578100,231496400
57184000,70580100,229581900
56853600,70582500,231457000
56993400,70587600,229520700
56503700,70591300,229619000
56972100,70591800,231555200
57107200,70592500,229957000
60417600,70599400,231059500
57404400,70603100,230688800
57192100,70615600,231832000
61148300,70617100,230380700
56783600,70618500,233275700
56672700,70619800,229731400
56904400,70622100,230287100
56785000,70633700,234555600
56723900,70636600,230026600
57648200,70639100,232770500
61570600,70646300,232632500
56775300,70646700,231256600
56694000,70657500,230357100
56835000,70662900,230943200
57799400,70667200,231120300
56649800,70671400,232063300
56624500,70672200,231104700
57475900,70676200,231293500
56679900,70678600,245117000
56783500,70678900,232781400
58520300,70686700,233891300
56713600,70688200,231022800
57049400,70693500,233395500
57232800,70699400,230524000
56480700,70700300,229910100
57101000,70701300,230423700
56758100,70704800,230971400
57504400,70711600,230377800
56935400,70714800,230375800
56703400,70719900,229385900
66084900,70732100,231929900
56658600,70733400,231692100
56600100,70733500,229995100
56876500,70734900,229864000
56934300,70745300,229238000
58611600,70748100,230173900
56839100,70751400,229399200
57101900,70752700,232411100
57605500,70756500,230026300
56873000,70763000,232293400
57490200,70772000,229942500
56748400,70773800,229787900
56756000,70783200,229465600
56908800,70785100,230712400
58754100,70791000,231990100
56742900,70791400,231815600
57111000,70799200,232403400
56632500,70803200,230525700
56938900,70808200,231225000
60261000,70811100,233943100
56821000,70816000,232038400
56955500,70816900,232174200
56823300,70821800,230814300
57343500,70821800,236494800
62103600,70822800,233455900
56663700,70840500,250086300
63396700,70852600,232743300
56752100,70853800,230097200
57136200,70854300,231008400
57271800,70876100,230960100
56736400,70883200,231819400
57016300,70885800,229558100
61230600,70889300,231382600
57698500,70891500,231013400
56596900,70893300,232855400
56608500,70898300,232007300
56644400,70904600,230541500
70740600,70921100,230710900
57696600,70921200,230338800
61258000,70927800,234639500
56667900,70928400,234652100
57175500,70929500,230141100
57572100,70930000,232568900
57944100,70932700,229431300
57915600,70934800,233272200
59643300,70949800,230676500
57378200,70955300,229888300
56520200,70958200,229919400
60215600,70968000,231273800
57639600,70989500,230726000
56704600,70995800,232222100
58299900,70998200,231020200
56971100,71004200,230442200
57086900,71013600,229630500
56819500,71015400,230245900
56881300,71027600,230361900
56840600,71035800,231761400
56729500,71041300,230523800
56966700,71053100,229703700
56679500,71060400,230476300
56893000,71064300,232749000
60838100,71071600,229979000
61626200,71075500,231775600
57323300,71075800,233062900
56555700,71078200,229609300
59401800,71078500,229867100
56664100,71083100,232810900
60455700,71086100,230572000
58236700,71092200,229989000
56747300,71094300,230137700
56868000,71099100,232189000
57361300,71101800,230490900
56678900,71107000,229210000
56394400,71118800,233360500
57460700,71120800,230233100
56803300,71129600,231418300
63552900,71134600,231688600
56820500,71138500,231312200
57478700,71143000,229442600
56886900,71146400,234036800
57049100,71161000,230819300
57474800,71187000,229899400
56746600,71188300,229941100
56919300,71193200,231879800
58999600,71197200,232301000
56853400,71209600,231108600
56678200,71210000,231568800
56520400,71211100,230436300
57782800,71223600,233472800
56702500,71236800,230951900
56966600,71241700,230955700
61708600,71242900,230686500
56684300,71259800,230590200
56441300,71264900,230880600
57606100,71270500,230112700
56730300,71275900,230013100
59010800,71280300,229370200
56910300,71296400,230799900
56657900,71305100,231858300
56820400,71315300,232200100
56608900,71318200,230618500
57102700,71321300,231068100
56755100,71324200,231911200
56693900,71329800,230002800
56826200,71332100,230870300
56876900,71334800,231562800
56772100,71343100,231615200
57310800,71362800,229687300
56780000,71364900,231899900
57808600,71366000,231788700
56624800,71375100,240600800
56772400,71383400,233109000
56329500,71399100,229321200
56851600,71412300,230819400
56429600,71414400,232346400
57112100,71429200,232896300
57095200,71430700,231568800
57521300,71432900,231735600
56764700,71452100,230578100
57408100,71505600,231777800
57229900,71544500,230950900
58308200,71562800,230023600
56601700,71564600,230457800
60118100,71564800,232410300
56705900,71568100,230884100
63155100,71573900,231698900
56756800,71596200,230714600
56707300,71604200,232353800
56843300,71658800,232780500
56716500,71702000,229803900
56814900,71710800,230994900
57314200,71711800,229817000
61358000,71779600,229464600
56470300,71808900,231228600
56849600,71809500,229743300
56698700,71819600,230425800
56748200,71932700,229631200
56726300,71938900,231753000
56946100,71953000,229988900
56935700,71985900,229625600
60600800,71998600,232443200
56791600,72034200,230115100
57510400,72057500,231319900
58136800,72122500,232274600
58046600,72220700,231084600
56704400,72221800,230736300
56578300,72284700,230011400
57495000,72291600,234226300
56843600,72318900,233026200
56551800,72345600,230740200
56795800,72387900,230184900
56959300,72418600,233052700
59674900,72443700,231331800
60463200,72475500,230367600
56906400,72530000,229801800
57093300,72573800,230743800
56616500,72590000,230703400
56714300,72603100,229625000
56377300,72631300,233313100
58729600,72631600,231465700
56943700,72725400,230717900
56620700,72740600,231602600
57047700,72805100,231926300
56855400,72806100,231605700
56843400,72830600,229732300
59045100,72843400,233184300
60531000,72851000,231431100
57481900,72910500,230790000
56697100,72926700,230829600
81268300,72947500,231227300
56635600,72970200,230624600
57165500,72978600,230665400
59051600,73005000,230322100
58347700,73050200,230292700
56580200,73067700,230984000
60956200,73149300,231291700
56494000,73232900,229701500
56673300,73242800,231644300
61872200,73262200,233596600
62786600,73291900,229714500
56495700,73303100,230403300
56770900,73312100,230715200
56720700,73314800,231239600
56835400,73315300,230474100
56883700,73319400,231905000
56790700,73360200,229502100
56776600,73372900,233093600
57596500,73397100,229848100
57961500,73400100,231619800
56574800,73410800,230325000
64598500,73417600,230201500
56854500,73424000,230603200
56606700,73491000,231656200
57291600,73518400,230823200
56711100,73518500,230261900
57117100,73616700,232851500
56650400,73617700,232125600
60514700,73676600,231428800
56641000,73682600,230521900
56686500,73705300,230023800
59239600,73729600,230560800
57788900,73790400,230009500
57615300,73793100,232027100
57573700,73801600,231322400
56735400,73808600,230480600
57215000,73865800,231288400
56749500,73882400,230383200
56581500,73905100,232095000
56884600,74066100,234139800
57404000,74087500,231846900
56614600,74114400,230081200
56828400,74117400,230337800
56577600,74117400,233606000
56923100,74136000,230127900
60460100,74202500,230038300
56675700,74246400,231989700
56859800,74257700,231612200
58776700,74321800,231125500
56455200,74431000,230776700
56642200,74549300,231174300
58806700,74631300,229841300
56919800,74686700,229323700
56688000,74810900,230433000
57403100,74844400,230499600
57246800,74963500,232903700
57668800,75016000,230735300
56761300,75951100,231701900
62635000,76205600,230434100
68491300,76261000,230672800
57592500,76308400,231862600
60772500,76587800,236386200
72567200,76843600,233240700
57372000,77282000,230359300
56683900,77615900,230912400
56689500,78230000,230347400
56677600,79959000,230587800
57083200,80459300,232524400
57006300,81026100,230443700
57573200,89722200,230475200
57368000,89907200,230730700
57508000,92747500,230086600
56458900,98370600,229549500
57123700,121496100,231610600
