C,NumPy,Cython
113770200,139279300,180030100
114678600,139279700,179468600
113820300,139279800,181109100
113184800,139287700,180043100
114316200,139290500,179063600
113559000,139291500,178273000
117449700,139292600,178064600
113211800,139294700,177848600
113377500,139300000,179876200
114338800,139300600,178609700
113156300,139308300,178763900
118336600,139309400,179221800
118650700,139310500,178596800
112895100,139312000,179413100
114372700,139316400,179571300
112938100,139321300,178305400
113356800,139322900,179015300
114694600,139323300,179743700
117396900,139328300,178369700
113281600,139329000,177963400
114288800,139330100,177631500
114012600,139331300,178830700
114430000,139331300,178112700
113147300,139331900,179433900
113118600,139337300,180067800
113821500,139339700,182619600
114370600,139341900,181937900
117157500,139341900,180149800
114718500,139351100,179100800
116283400,139351900,178841500
118898400,139354300,177773900
113388500,139358700,179561500
114000400,139359500,178945100
118018700,139364100,180591700
113345700,139365900,179996900
120261900,139366000,178159400
117685900,139366100,179240500
116891400,139366600,179892500
113988800,139367100,179913100
113276000,139368600,180639100
113437900,139370200,177869400
114071700,139371000,178272000
114498700,139378100,177742000
115139600,139380100,177874400
114201000,139381300,177717700
113570400,139381500,178400500
113234200,139381700,177933300
113930200,139387500,180095100
113428900,139389500,181220300
114303800,139391300,179085400
113645000,139396800,180381100
114061200,139398200,179397200
117396900,139400500,178641800
113477600,139401500,177805700
114548400,139402300,185952700
113416600,139402400,181464800
113394300,139404800,180703900
113665700,139412600,177860900
114109600,139413500,178129100
113391400,139422300,178545100
113269500,139423100,181107000
114125100,139423400,177963800
114535100,139423500,177736800
114019600,139424500,178677600
113399300,139427400,177466900
117661300,139428700,177934700
113359600,139429400,179224700
113109900,139430200,179583100
113644800,139434200,177419000
113397600,139434400,178396100
113004700,139438200,179352200
114353800,139439500,177903300
113502200,139440000,178004800
114400700,139450200,179278200
114179600,139450800,179582600
113034300,139451800,180221600
113192300,139451900,179982100
113228300,139452100,182052200
113579100,139455000,177834100
114085700,139455400,178925500
117004400,139455700,180403100
113895100,139455800,177972300
113489600,139456000,178800400
113621600,139461000,181562100
117783200,139462300,178858900
113248700,139464800,179476400
114056300,139468600,178906800
116283300,139470100,180216800
116314400,139470400,179147300
114441200,139473000,178242800
113532400,139474700,178219500
127301500,139474700,189361600
114850700,139474800,177829800
113525100,139477700,179240700
113826300,139482300,180504700
121425200,139483100,179573700
114141300,139487700,179476300
113358400,139488300,178136700
113012800,139488400,177518300
113336400,139488400,179710500
113419600,139489700,180799600
113820300,139492700,178222700
113129100,139497300,178799500
113195400,139499200,179068900
113307700,139502900,179831800
114633300,139503000,177643700
113558600,139505300,179929400
114164000,139506300,180117700
113315000,139507400,181966200
113310500,139507600,178775800
113390000,139518900,180021400
113445000,139519600,177528900
113638400,139523000,178097400
114068800,139526200,178019000
113446800,139530200,178485400
113573300,139532600,179212700
113396800,139532600,179294500
113401400,139534100,178884400
115852600,139535800,179542400
113840100,139535800,178814900
113314900,139536100,178679100
115390300,139540600,185182500
114021300,139544600,177883100
113750600,139545600,178195500
114398500,139558100,180269800
116610300,139559700,179741400
113745200,139560400,178284600
113322600,139560700,179757700
113254100,139561400,195441400
113939700,139563200,178098300
114712500,139563800,178627000
114167300,139565000,179413100
113443600,139569100,178069800
113695400,139570700,177391000
114305000,139572000,178365900
118298500,139573300,178053300
117465000,139576300,184809400
113637300,139576800,178478600
113989500,139579900,178167200
113204600,139580100,179838900
114044900,139583000,178221600
115450000,139583500,177936800
116457800,139583700,178790500
113295300,139584800,178181200
114381700,139586600,179278400
113810700,139587500,179225300
113601300,139590900,178714800
114132500,139591300,178944200
115375500,139602900,180409700
113610400,139603300,177835400
114057500,139608500,178190700
113706500,139612700,178781800
116394000,139616500,178524000
113749600,139618600,177809700
113344000,139622900,180691900
113328400,139625100,178967600
117432900,139627200,177693100
113113700,139628600,178726900
113516700,139630500,181331700
114631500,139631400,181940400
113542600,139634100,177822700
117940500,139636700,179546800
113848900,139639600,179085700
113857600,139639900,181414700
113235200,139640900,177607100
114917300,139642000,180890800
113753400,139642200,181950700
114079400,139650000,180277100
113265600,139651000,180229600
113722700,139653000,177321200
113877500,139655900,180077700
113351100,139658400,177868300
113814800,139660900,179173200
113390800,139662700,177766700
113232300,139663700,177487300
113745800,139665500,178872900
113230100,139666500,179642300
114317700,139667100,181299000
114001600,139667500,178345200
114442600,139671100,179809500
113642300,139675400,179468900
114453000,139675400,180049900
116171800,139684200,178449600
114879800,139685800,179588900
113256300,139687100,178266700
113077200,139689000,178249000
114215200,139691200,178015400
117691200,139691400,178154300
119945500,139691900,180067100
114107400,139692000,180864700
113629500,139697400,179451900
113298300,139701000,178718100
113638300,139702600,177514800
113909300,139704000,178655800
113715000,139706100,180041700
113832000,139706400,178484300
113858600,139706800,179717500
113320500,139710000,180948800
113620800,139711900,178436100
114546400,139715700,178373600
113796800,139715900,177671100
114959100,139716800,179198600
116935100,139720000,179546400
113646500,139721300,177893100
113696900,139725300,179904300
114027500,139725900,179603100
113883900,139729300,180344900
117402900,139730200,179302500
114630500,139735000,177209300
114530700,139737600,178054600
116904600,139741800,177799800
115126700,139742700,177990600
114104400,139744500,178620500
113475900,139745800,180900400
117109400,139747300,177359100
112939300,139748100,177804900
114595300,139749800,178444000
114090900,139750400,178389900
113456100,139751000,178842500
114054700,139751600,177597300
117206600,139752100,179842600
113206200,139756400,178552800
113389500,139760800,178256900
113506600,139767000,177788100
113270900,139768100,178878200
113533400,139769300,179822800
113576100,139770200,179135400
113894500,139773500,177964900
113671000,139778300,178031400
113604100,139780300,180746100
114609700,139781100,178999900
114207600,139782800,179348700
114046700,139784400,177035300
116470900,139786600,179268200
113577400,139787100,178039800
113342900,139787300,178672800
114234200,139788300,177487300
113797300,139789200,180996200
113831100,139789500,178700100
114506900,139790300,177142900
113765100,139790700,177827000
117650900,139793100,178154100
113608300,139795700,177887400
117157900,139798000,178548900
114775500,139798000,178004000
113392400,139798200,179296400
115017400,139799500,192551400
113389600,139801200,179746100
113353600,139810400,181890400
113433500,139811700,179225700
113417200,139813000,177942700
113144400,139813200,178305800
113766600,139814900,177760600
113968200,139815000,180095800
113344100,139819000,179936900
113981000,139821500,178417900
113782000,139827000,179192200
118011500,139827700,177843400
115683300,139828600,179013300
113214800,139830700,177697900
113164400,139831000,180171300
113322600,139832100,177684500
113996100,139832100,178949500
113316400,139839100,179379900
117386600,139843300,177905800
113681400,139850400,178268800
113374100,139867900,178453400
113125600,139868500,179354200
114243600,139870400,177618500
113307900,139871300,178053000
114751900,139872700,179503100
113812400,139875400,179784300
113788000,139875600,178308100
113162900,139876600,178221600
113114000,139881700,177884100
113144100,139882800,181311600
114364000,139890000,177841100
113560300,139891200,182029600
113784800,139893200,177707400
113285100,139897600,178847400
113795300,139899200,177572500
113558400,139900300,177919900
113947200,139904300,178944300
113373600,139907200,180236600
114097300,139909600,179262400
114959800,139910300,177823200
117157000,139910300,179704800
117387100,139910800,181354700
114429300,139912900,178100800
113482100,139915200,179235800
114253100,139920500,178229800
113287200,139922400,177717900
113424500,139925000,179243000
114138300,139926900,178081100
113493800,139928700,180644900
113586300,139929400,178033200
113517600,139931100,178405000
114290100,139932900,178160900
113229900,139936300,178164800
117627500,139938500,179251200
113276800,139941600,180727900
113597400,139943600,179819400
117397500,139944700,178908700
113526900,139945600,178074100
113317100,139946000,178166000
113921900,139952900,178013800
113465600,139958300,179505800
113263000,139960600,177346800
113104800,139961100,179763800
113247500,139962300,177498200
113242000,139962700,179734900
113416700,139967100,180435400
114595100,139969300,180456900
113505600,139970000,178760000
113576600,139970100,178032600
117781800,139970500,178856100
113617300,139972600,178220200
113551400,139977100,179331000
113629600,139981000,178724800
113593700,139982100,178065600
118159200,139983500,178039600
113855000,139986700,181479200
113487700,139986800,178078100
113490500,139987000,177746100
115888400,139987900,177676000
114469200,139991600,177610500
113434100,139993900,180042500
116750600,139994100,179351900
114521400,139998000,181288400
113415600,140011700,178817300
114530500,140013700,178638900
112966400,140015200,179052300
114785700,140015800,178008000
116438500,140018800,178689700
116794800,140021300,180857500
113365900,140027000,177347300
113262100,140032100,178487700
113982100,140034700,178911800
114505300,140034800,178326700
116856500,140036200,177636600
113155500,140038400,179318600
115013200,140049100,178340000
177526700,140050100,177874800
113172200,140053600,177704000
113614400,140063100,179964000
113244900,140064700,179404700
113630600,140068600,177534900
114722100,140068800,177262200
113924300,140072800,178793200
113460000,140075900,179380600
116853900,140076300,177977100
113403900,140079700,181438700
114936900,140079700,179658600
114171200,140085500,178954000
113940600,140091000,178661700
113338800,140094100,177940700
113299300,140095900,185391800
113569000,140096300,178986900
113195400,140096300,181198200
113520800,140101300,177758300
117840500,140104200,178204800
113520900,140106000,177821300
116324300,140107300,179845200
113551300,140111000,178615700
113462500,140112200,178037600
113554900,140113600,178613700
113373100,140115700,178301700
114625700,140122200,178470900
113912400,140124300,238450200
114613800,140125400,181869100
113200800,140126600,177925300
113457800,140128300,180289400
115070700,140133000,181378300
117347000,140137100,177940400
113598600,140137300,184049000
114337800,140139300,177849800
113459000,140140800,179428300
113826200,140144700,178452500
114261700,140146100,178259500
118450300,140146300,178550400
113256400,140146700,177901600
113456900,140159400,179065200
113491400,140164300,180031400
114384800,140165300,178578300
114592600,140166100,179215900
116731800,140167700,178059800
113559200,140173700,179664600
114546900,140182200,178567000
117901300,140184100,180752100
113592200,140188200,180813000
113143800,140191800,178720600
113335500,140192300,178051900
113465700,140195100,178002400
113617500,140197200,178075500
113331800,140197500,187914800
113510400,140198100,179885700
113118200,140200000,178949300
113311600,140202800,179467700
113861300,140207100,178199500
117691400,140212500,179929400
115158600,140213100,178031800
113362300,140220000,178496200
117002500,140228000,178529100
114003400,140231100,178561000
113691700,140232500,179913400
114531800,140233700,177937800
113075100,140235900,177946600
113014900,140240000,177883700
113551600,140242000,180194700
117790800,140243600,180183900
113898900,140246000,178153000
114563200,140251300,178361400
113414100,140256900,178193000
113207200,140257000,179689300
114316900,140257200,178386300
118488800,140258300,179122800
113449100,140259400,178558400
114039200,140262300,178299700
113397600,140268100,179088000
117519300,140273100,179187200
114354900,140276500,179732600
113516700,140277700,178444700
117208100,140278800,179489300
113375300,140280600,180448700
113577900,140281200,191712800
113696500,140282800,178597400
114348800,140289000,178676200
114446300,140302400,177612900
114397600,140307500,178647400
120827900,140308000,179897400
113495100,140314000,178506800
114245000,140314800,179048700
113380500,140316500,178061100
113670400,140316900,179227400
113710700,140317800,180790600
113467800,140324900,178993000
115069900,140329500,181346300
113300900,140332500,178051300
114671100,140333900,177986400
113881900,140343500,177845100
113169700,140345200,181476100
113835800,140353900,179230700
116747600,140358700,178550900
113128600,140366700,177605500
120292500,140369200,179170800
113061200,140370300,178318900
113274800,140372400,177923800
113654700,140387600,177931300
113304600,140389100,177989400
112995400,140390100,178847000
114788600,140399700,177836500
113644500,140400800,179665800
113403200,140403900,182197000
115796900,140407200,177926100
119126500,140408200,179343700
114348000,140418800,178617300
113636600,140420200,178042700
113266500,140422300,178565400
113299000,140425700,183874400
114156800,140426300,178799000
113047800,140447100,178039600
113921900,140452800,178197000
113922900,140453700,177772200
113255400,140465100,177866800
117193400,140466100,178055800
113472400,140474800,178420600
113899000,140476300,177449500
132954300,140481600,178171300
113710700,140486200,178820400
115067900,140491000,177391400
117284700,140492100,177819400
118030700,140494100,179261000
113226600,140496100,179567900
114367300,140506000,177233400
114692300,140510600,179841900
113409400,140514100,178418500
113567500,140516500,179586100
113761900,140518900,177744700
113680200,140519500,178720100
114238900,140522200,178612800
113874300,140530800,179084300
113163800,140533000,178633400
114504900,140543400,178067600
113489200,140544100,178874600
113829800,140545700,177962800
114337300,140550700,179178900
115409300,140552900,180871600
114989500,140554000,181035900
113445100,140564700,180800500
113622500,140571800,178184500
114104700,140572300,176932500
113472500,140572300,177631100
113448400,140587500,177636200
113907800,140589400,178688400
114233700,140589600,180516500
121528800,140593800,180877100
113744100,140595200,180022700
113317000,140595600,178114600
113477300,140596200,180827200
114880600,140597400,183283500
114345800,140601400,179378700
114249300,140613800,180292400
114322900,140616300,183450500
117824400,140619900,178978500
113481100,140630700,178062400
113415900,140632300,178178800
113872100,140648400,178993800
113290500,140664000,179416700
113725100,140675100,178019500
113442400,140685600,179578300
113235500,140688600,178270700
114220900,140689900,181904700
113270100,140690300,178008000
113419500,140690500,178119900
113789600,140697500,177825900
114432300,140705700,178531300
113620200,140709000,178980100
114052000,140715000,178165200
113286900,140720400,180137900
113531300,140721800,178877900
113110600,140725000,177856000
113553900,140727300,178905100
113984200,140737300,178468900
119175200,140741900,177965000
113777300,140743600,179443700
113450600,140755200,177983500
113926200,140783500,178718800
113532200,140785000,179040500
114144700,140791300,177901700
113227400,140797700,178193500
114597700,140798600,178016900
113592600,140801900,178868400
113301200,140803700,180240300
113337000,140803800,180304200
113404400,140805300,177292100
113272200,140808100,177971600
119292300,140813300,178200800
113777700,140813300,177563600
117962800,140813800,178600700
114342500,140820600,180119500
114326600,140829900,177938800
113495700,140833600,178760600
113668200,140839300,179058900
113779900,140841000,178806100
113448900,140843600,179360400
114562700,140848900,178112600
113884600,140849300,177615700
113403900,140853100,178175000
113783000,140856700,178982200
116831400,140858500,178023700
115176700,140866100,177659100
113933900,140866400,180930100
113908800,140869900,178491200
114231200,140882600,179261100
115764700,140884700,179004300
113049900,140897900,180598100
117383200,140900400,179957800
117727700,140902600,178246400
113072400,140904800,178214400
113875000,140910000,179172300
113404400,140911300,179013500
118473300,140913000,178281400
114733000,140922600,179414600
114314300,140923800,179128400
113642100,140924600,177951100
113615900,140933600,185860500
113735500,140943800,177862100
113139200,140948800,178924100
113698300,140959700,178193200
113423900,140959700,213419400
114760100,140963700,177390600
114060600,140965500,179072000
115265800,140968300,178881900
117731000,140975600,177339300
120748600,140977700,178190700
113866600,140978400,178710100
113795900,140980200,178134400
116683300,140982000,178268700
113454900,140987000,179509500
113104000,140989700,177967500
113082700,141004000,180515400
114654500,141005300,177883900
115320100,141015700,179480500
113414000,141016000,180180100
113013800,141017500,177534900
117219500,141018800,178375400
115044600,141020300,177836200
118571800,141022800,177785500
114182500,141026400,178547800
113398300,141030000,178054800
113633200,141031900,180418400
113890600,141037100,179823400
113447400,141045300,177188300
113205400,141047900,178621800
114975500,141048000,178365200
113859300,141051300,179384700
113748200,141060400,191303300
113569400,141060800,179214500
113688400,141062700,178729100
113542500,141069000,177855100
121547400,141076600,180455600
113176800,141086800,178582300
116654400,141087700,178475800
113304700,141093700,177880600
113553600,141095000,178498600
113443500,141100000,179342300
117440700,141110500,180821200
113312200,141112300,178642100
113714100,141112400,179452200
137191600,141116000,182157900
113621600,141117000,179577000
113646400,141118400,179912000
115393600,141133500,178588300
114457100,141144900,178292800
117943600,141152500,178178000
114220900,141155800,178483400
114976300,141156700,180959700
113603200,141157100,178180400
113660300,141165500,179186400
113355800,141169900,178585900
113642500,141172900,177246100
115832400,141176400,177898900
113335900,141180500,179417900
113720100,141184700,178997200
114178200,141201600,178474800
118431600,141204400,177963200
113536700,141210300,177892800
113114700,141213600,178593900
113187300,141219500,178861300
116003200,141228100,178279500
114084000,141228600,179005400
114638100,141233900,178272900
113917500,141236600,179397200
113993200,141245300,180702600
113528700,141263700,180135300
113365200,141281500,179739500
114398100,141296500,179253300
115131100,141297800,178663100
113813000,141298000,180486500
113263800,141301700,178850900
113582400,141312300,177872500
114227500,141317300,177861800
116996200,141318900,180462000
114573800,141320800,181249500
114112900,141343700,179246500
113428000,141350000,177643300
115478900,141352600,177811300
113530900,141354800,178408000
113535400,141382300,185656600
113974200,141388700,181613800
113833700,141400600,177676700
113417400,141418700,178974100
113922700,141438800,178142500
113881100,141449500,179384200
113340200,141452100,178642900
113566400,141456800,180264800
114911900,141459600,178967500
113644300,141469900,178648500
117596200,141487300,179423200
113516500,141492100,179509200
114817300,141553800,180630100
113705500,141563800,177980400
113480900,141566000,179313200
114005900,141582900,178671900
117411100,141597000,180426600
113443800,141609500,178135900
113674000,141618600,177919500
114744100,141642000,178298000
113917800,141645000,181290100
118627400,141650600,177968300
113240800,141652800,177440200
113530500,141663500,179530500
113515800,141694300,179281700
113296200,141734300,178748600
115499400,141835700,178072600
118013700,141865200,177629000
114114900,141959100,178376400
113162900,141962500,180266700
113051300,141992000,177579100
118134500,142028000,182139000
113890000,142030000,179239500
114490500,142058400,179177700
113214100,142072700,180045300
114127900,142097300,179817900
114518200,142201300,178623900
113161300,142220200,178125200
113938700,142248500,177437700
113313600,142284200,177899000
113470600,142291600,179119500
113352400,142309500,177908100
117521400,142330200,192759500
119541600,142335300,177389900
113457400,142337700,180931100
113782500,142340300,177401200
113782100,142352400,177653400
113664800,142368400,178681000
113568400,142388700,178120900
114021100,142395000,179526000
117392900,142413300,179499300
113235400,142437100,177761000
113275200,142526700,179911200
113431500,142575600,178739300
118119200,142605100,177558000
114197000,142611700,180749100
114126300,142657900,178612900
117762300,142695300,179489700
116603200,142786100,177847700
113578500,142794200,178826200
113449700,142798000,180112300
116554700,142842600,178157800
116106100,142888900,180909500
113696400,142913100,177790500
114366600,142928400,179884600
113712800,142932500,177273500
114361600,142967600,178055800
113404800,142968700,180237400
113410900,142972400,179377800
113738500,142992400,179654200
113610500,142993000,182666100
114223600,142997500,177741800
120378600,143021500,179717200
113834700,143030200,177919300
114577100,143064300,179298000
113233600,143068400,180065600
119957200,143112500,179367400
113293900,143165400,177951300
113458300,143174900,178361100
113444700,143184000,177547500
114424800,143215300,178525500
114330300,143234100,178801900
113438200,143247200,179489800
117850900,143255500,178597200
114403900,143265300,178388300
113746700,143288500,180829800
114139500,143291200,181780800
113957300,143337600,212322400
117549500,143345000,179141100
113507200,143346700,181116700
113742600,143388900,178372900
113268500,143422000,178679900
113561200,143436400,179372500
113287100,143458300,178622900
113263700,143466100,177717900
113921000,143468300,179281000
113333900,143472000,178240800
113294500,143497800,178358300
117504500,143526400,178882500
117025500,143555500,179330300
113881200,143566500,178208100
113835800,143571800,178147700
113546000,143598800,179600100
113151400,143623900,179151000
114269700,143658100,179061700
113332100,143659700,178627600
114673700,143662500,177869200
113492800,143666000,181161600
114524400,143677400,178290100
113200800,143689900,178308900
114696700,143690800,179273100
115197900,143697700,178627600
113522800,143698300,179289400
114461700,143705300,180595500
114578300,143708700,179594000
113612200,143713700,179100300
116544800,143738900,179764900
113272900,143751400,178656000
115714500,143766600,180460600
118746600,143771500,178393700
114086100,143793200,178930400
114419000,143819100,178518700
114901800,143835500,180240700
114083900,143840400,177350100
115062600,143844800,178135800
113346600,143846200,179361200
113611800,143852600,179038100
113574400,143868000,188890300
113330600,143908400,180928300
113648500,143964500,178279400
116952400,143973900,177705900
114255800,143978500,178996500
113434700,143994400,179047600
113515000,144016200,179185800
113320200,144054300,178738200
113256900,144056600,177737400
114138400,144083300,179913200
114288800,144088500,178876200
113659500,144090500,183135200
113422800,144122300,179050800
113292300,144123400,179367200
114411300,144148500,180524900
114358500,144160600,178479800
113407500,144169700,180506800
114276000,144195300,178798100
113698400,144252900,179336600
113497800,144254200,203379900
114896900,144268300,177671600
113192300,144292800,178720200
114323900,144294500,181175300
113668700,144296000,177501900
113086200,144296700,177917800
113745100,144309800,186690100
116292600,144337600,178711100
113751500,144353600,178117900
115368900,144359500,178252500
114480000,144362900,177886600
113389600,144388300,179259600
114764700,144412100,178687000
113572300,144476700,178102800
113302200,144507800,177769200
114064900,144560500,177839000
113559400,144586400,181538400
112958200,144604600,179371500
113484200,144659300,178605100
114597400,144686400,179768100
113784300,144700100,178804900
113281100,144737200,178221800
113577900,144777400,178351800
113269700,144813400,177583100
118181500,144819000,180216200
115139900,144866300,178560000
113151500,144881200,187837100
113567200,144926600,178232300
113416100,144942000,179256400
113615900,144968700,179040400
113881000,144985600,180032900
114440500,145038800,179472900
113556300,145065700,179940100
114309500,145153000,178497000
114434600,145156000,179149300
113910300,145165200,180309800
116918800,145511000,178273800
118561300,145533200,178534600
113769800,145882800,178061500
114080700,145913300,179284000
113569800,146255000,178685200
113687000,146263800,177958600
113101000,146316500,177503600
113884200,146432700,181301500
113692900,146512100,178121000
113291000,147394800,180793900
113961200,147435800,178005400
113956200,147476200,178130900
114531000,147909900,178159400
115739800,148151000,180107700
121239900,148609500,182969100
113296700,151555500,178937800
112965500,152713100,179223900
113571200,152755100,178547200
116174100,153687500,180274200
117497600,153892300,179567400
115804500,155601900,179935600
113331400,158224600,179438000
113064200,159639400,178609900
113948900,166816800,180356400
113411400,168366100,177506100
